,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,clusters
9379,1,26,3.0,2,0,0,78,3
9380,1,31,5.0,7,0,0,61,1
9381,1,37,5.0,7,1,0,73,3
9382,1,32,3.0,7,0,0,70,3
9383,3,32,3.0,5,0,0,49,1
9384,1,25,3.5,1,1,0,68,3
9385,1,37,3.0,8,0,0,48,1
9386,2,31,5.0,2,0,0,49,1
9387,1,30,3.0,5,0,0,66,3
9388,1,33,4.0,3,0,0,82,3
9389,1,29,1.0,8,0,0,49,1
9390,1,34,1.0,5,1,0,48,1
9391,3,35,3.0,3,0,0,52,1
9392,1,40,5.0,8,0,0,58,2
9393,1,36,3.0,3,1,0,70,3
9394,1,30,3.0,5,0,0,84,3
9395,1,32,3.0,4,0,0,88,3
9396,1,28,3.0,4,0,0,85,3
9397,1,32,5.0,6,1,0,68,3
9398,1,27,4.0,4,0,0,73,3
9399,1,35,3.0,3,0,0,70,3
9400,2,38,5.0,3,0,1,70,3
9401,2,31,4.0,3,1,0,84,3
9402,1,54,3.0,18,1,0,82,3
9403,1,34,4.0,4,1,0,53,1
9404,2,33,3.0,6,1,0,59,2
9405,1,50,3.0,7,0,1,71,3
9406,1,41,4.0,13,0,0,62,2
9407,2,47,1.0,6,0,0,50,1
9408,2,28,4.0,3,1,0,67,3
9409,1,37,5.0,9,1,0,70,3
9410,1,29,4.0,5,1,0,48,2
9411,3,27,3.0,5,0,0,49,1
9412,1,29,2.0,6,0,0,60,2
9413,1,30,4.0,7,1,0,80,3
9414,1,27,3.5,1,0,0,68,3
9415,1,28,3.0,2,0,0,83,3
9416,1,32,3.0,5,1,0,78,3
9417,1,29,3.0,2,1,0,50,1
9418,1,36,3.0,4,1,0,67,3
9419,1,31,3.0,4,1,0,52,1
9420,1,37,5.0,4,1,0,77,3
9421,1,60,5.0,7,1,0,60,2
9422,4,30,1.0,7,0,0,49,1
9423,2,33,3.0,6,0,0,87,3
9424,1,30,2.0,4,0,0,59,2
9425,1,43,3.0,4,0,0,51,1
9426,2,27,3.5,1,0,0,86,3
9427,1,39,1.0,5,1,0,52,1
9428,1,26,1.0,3,0,0,49,1
9429,1,29,2.0,6,0,0,51,1
9430,1,31,4.0,4,0,0,70,3
9431,1,30,5.0,2,1,0,61,2
9432,1,28,3.0,4,0,0,48,1
9433,2,34,5.0,7,1,0,72,3
9434,1,28,3.0,2,1,0,63,2
9435,1,37,5.0,9,1,0,75,3
9436,5,26,4.0,5,0,0,48,1
9437,1,34,5.0,6,1,0,82,3
9438,1,30,3.5,1,1,0,79,3
9439,1,31,5.0,4,1,0,76,3
9440,1,40,5.0,10,1,0,71,3
9441,1,28,3.0,6,0,0,46,1
9442,2,27,3.0,3,0,0,47,1
9443,1,34,4.0,6,0,0,47,1
9444,2,34,3.0,7,0,0,58,2
9445,1,31,5.0,5,0,0,84,3
9446,1,26,5.0,3,0,0,83,3
9447,1,36,1.0,5,0,0,59,2
9448,2,36,3.0,10,0,0,73,3
9449,1,34,2.0,8,0,0,51,1
9450,2,39,1.0,8,0,0,51,1
9451,2,33,5.0,8,1,0,59,2
9452,1,33,3.0,5,0,0,79,3
9453,1,40,4.0,3,0,0,62,2
9454,1,42,4.0,16,0,0,87,3
9455,3,35,3.0,8,0,0,78,3
9456,1,26,3.0,2,0,0,58,2
9457,1,37,4.0,2,1,0,70,3
9458,1,60,3.0,6,0,0,59,2
9459,1,46,3.0,12,0,0,68,3
9460,1,34,1.0,8,0,0,46,1
9461,1,30,4.0,3,1,0,57,2
9462,1,29,4.0,3,0,0,51,1
9463,1,34,3.0,5,0,0,45,1
9464,1,27,3.0,6,1,0,87,3
9465,2,23,1.0,2,0,0,70,3
9466,1,35,3.0,8,0,0,48,2
9467,1,36,5.0,9,1,0,82,3
9468,1,38,3.0,8,0,0,58,2
9469,1,30,3.0,5,0,0,80,3
9470,1,55,3.0,7,0,0,58,2
9471,1,20,5.0,1,0,0,48,2
9472,2,30,3.0,2,0,0,83,3
9473,1,38,3.0,10,0,0,50,1
9474,2,30,3.5,1,1,1,80,3
9475,2,39,1.0,4,1,0,52,1
9476,1,28,5.0,3,1,0,82,3
9477,1,33,3.0,7,0,0,68,3
9478,1,39,4.0,9,0,0,91,3
9479,1,49,3.0,16,0,0,80,3
9480,1,31,4.0,4,1,0,80,3
9481,1,26,4.0,2,0,0,54,2
9482,1,36,5.0,8,0,0,50,1
9483,1,35,3.0,7,0,0,55,2
9484,1,53,5.0,7,0,0,77,3
9485,1,31,3.0,4,0,0,83,3
9486,1,51,4.0,15,1,0,63,2
9487,1,34,3.0,5,0,0,47,1
9488,2,34,3.0,6,0,0,45,1
9489,1,28,2.0,4,1,0,86,3
9490,1,51,5.0,14,0,0,55,1
9491,2,31,3.0,6,0,0,82,3
9492,1,36,5.0,3,1,0,70,3
9493,1,42,5.0,12,1,0,68,3
9494,1,31,3.0,5,0,0,69,3
9495,1,42,3.0,8,1,0,78,3
9496,1,28,3.5,1,0,0,54,1
9497,2,34,1.0,6,0,0,50,1
9498,1,33,4.0,7,0,0,80,2
9499,1,38,3.0,10,0,0,51,1
9500,1,28,5.0,4,1,0,79,3
9501,1,31,3.0,4,0,0,48,1
9502,1,37,5.0,4,0,0,55,2
9503,1,35,3.0,4,1,0,61,2
9504,1,41,1.0,6,0,0,49,1
9505,1,56,4.0,14,1,0,50,1
9506,1,31,5.0,7,1,0,50,1
9507,3,26,3.0,3,0,0,81,3
9508,1,38,4.0,8,0,0,58,2
9509,1,27,2.0,2,0,0,60,2
9510,1,29,5.0,4,1,0,49,1
9511,1,43,3.0,10,0,0,54,1
9512,1,31,1.0,4,0,0,49,1
9513,1,32,3.0,4,0,0,70,3
9514,2,29,1.0,5,0,0,49,1
9515,1,52,3.0,11,1,0,69,3
9516,1,31,5.0,3,0,0,55,1
9517,1,29,1.0,5,0,0,52,1
9518,1,39,3.0,10,0,0,61,2
9519,1,41,1.0,13,0,0,50,1
9520,1,25,2.0,4,0,0,51,1
9521,2,43,5.0,6,1,0,53,1
9522,1,31,5.0,4,1,0,59,2
9523,1,45,5.0,19,1,0,82,3
9524,2,31,4.0,4,0,0,57,2
9525,2,26,5.0,1,1,0,78,3
9526,1,31,5.0,4,1,0,71,3
9527,1,47,3.0,5,0,0,61,2
9528,1,58,2.0,7,0,0,70,3
9529,1,29,3.0,5,0,0,82,3
9530,1,51,3.0,3,1,0,66,3
9531,1,30,5.0,7,0,0,85,3
9532,1,27,5.0,2,0,0,46,1
9533,1,35,5.0,2,0,0,47,1
9534,1,53,3.0,19,0,0,69,3
9535,2,31,3.0,7,1,0,83,3
9536,1,44,3.0,4,0,0,47,1
9537,2,32,3.5,1,1,0,57,2
9538,1,36,3.0,9,0,0,49,1
9539,1,30,3.0,10,0,0,58,2
9540,1,33,3.0,5,0,0,58,2
9541,1,27,5.0,6,1,0,57,2
9542,1,32,5.0,5,0,0,62,2
9543,1,36,4.0,8,0,0,49,1
9544,1,35,2.0,7,0,0,54,1
9545,1,35,5.0,9,0,0,71,3
9546,1,26,3.5,1,0,0,48,2
9547,1,35,5.0,3,1,0,61,2
9548,1,39,1.0,5,0,0,52,2
9549,1,38,3.0,3,0,0,80,3
9550,2,49,2.0,6,0,0,54,1
9551,1,49,5.0,18,0,0,50,2
9552,1,27,3.5,1,0,0,82,3
9553,1,27,3.5,1,1,0,61,2
9554,2,32,3.0,4,0,0,58,2
9555,1,36,5.0,9,1,0,73,3
9556,1,31,5.0,7,1,0,70,3
9557,1,35,1.0,9,0,0,70,3
9558,1,50,4.0,8,1,0,68,3
9559,2,33,3.0,6,1,0,68,3
9560,1,30,5.0,6,1,0,51,2
9561,1,37,4.0,4,1,0,70,2
9562,1,31,1.0,6,0,0,80,3
9563,2,34,1.0,5,1,0,48,1
9564,1,44,1.0,15,0,0,50,1
9565,1,30,4.0,2,0,0,86,3
9566,1,29,4.0,5,1,0,60,2
9567,2,35,3.0,3,0,0,80,3
9568,1,36,3.0,4,1,0,55,2
9569,1,33,2.0,5,1,0,53,1
9570,2,32,4.0,4,0,0,86,3
9571,3,24,1.0,2,1,0,49,1
9572,1,34,2.0,2,0,0,50,1
9573,1,26,4.0,3,0,0,81,3
9574,1,50,3.0,9,0,0,69,3
9575,1,41,3.0,7,0,0,64,1
9576,1,34,5.0,9,0,0,69,3
9577,1,30,5.0,2,0,0,49,1
9578,1,31,5.0,2,1,0,94,2
9579,1,42,3.5,1,1,0,62,2
9580,1,26,1.0,2,0,0,81,3
9581,2,29,1.0,4,1,0,52,1
9582,2,24,3.5,1,1,0,49,1
9583,1,24,1.0,2,0,0,69,3
9584,1,35,1.0,9,0,0,81,3
9585,2,26,1.0,5,0,0,50,1
9586,1,30,3.0,2,0,0,59,2
9587,1,39,3.0,5,0,0,50,1
9588,1,32,1.0,2,0,0,56,2
9589,1,27,3.0,2,0,0,45,1
9590,1,27,5.0,5,0,0,45,2
9591,1,59,4.0,16,0,0,60,2
9592,1,36,3.0,7,1,0,48,1
9593,1,43,4.0,4,1,0,49,2
9594,1,32,2.0,7,0,0,79,3
9595,2,38,4.0,12,0,0,68,3
9596,1,26,3.0,2,0,0,58,2
9597,1,32,4.0,7,1,0,67,3
9598,1,38,1.0,2,0,0,49,1
9599,1,39,4.0,4,0,0,60,2
9600,1,30,5.0,4,0,0,65,2
9601,4,40,3.0,13,0,0,47,1
9602,1,27,4.0,2,1,0,73,3
9603,2,56,3.0,29,0,0,61,2
9604,1,27,1.0,3,0,0,87,3
9605,1,31,3.0,3,1,0,57,2
9606,1,39,3.0,10,0,0,54,1
9607,1,30,5.0,4,1,0,61,2
9608,1,30,3.0,5,0,0,54,1
9609,1,43,4.0,11,0,0,40,1
9610,1,31,2.0,5,0,0,44,1
9611,1,29,4.0,2,0,0,48,1
9612,1,28,5.0,3,1,0,70,3
9613,1,39,3.0,8,0,0,67,3
9614,4,29,3.0,4,1,0,84,3
9615,1,28,3.5,1,0,0,81,2
9616,3,28,5.0,1,1,0,64,2
9617,1,38,1.0,7,0,0,71,2
9618,2,34,2.0,6,0,0,61,2
9619,3,30,3.0,7,0,0,80,3
9620,1,32,5.0,6,1,0,86,2
9621,1,41,4.0,11,0,0,46,1
9622,3,38,3.0,4,0,0,53,1
9623,2,33,3.0,7,0,0,52,1
9624,1,38,3.0,5,0,0,66,3
9625,2,30,2.0,3,0,0,86,3
9626,1,45,5.0,8,1,0,50,2
9627,1,27,4.0,4,0,0,46,2
9628,1,31,3.0,6,0,0,45,2
9629,1,29,3.0,6,0,0,69,3
9630,1,41,2.0,6,1,0,63,3
9631,2,29,3.5,1,0,0,46,1
9632,1,29,3.0,4,0,0,47,1
9633,1,32,3.0,5,0,0,51,1
9634,1,31,5.0,2,1,0,68,3
9635,2,32,3.0,7,0,0,59,2
9636,3,30,3.0,6,0,0,53,1
9637,1,45,3.0,5,0,0,86,3
9638,1,38,2.0,5,0,0,57,2
9639,1,51,1.0,9,0,0,55,1
9640,1,24,3.0,3,0,0,45,1
9641,1,32,1.0,6,0,0,60,2
9642,2,29,4.0,5,0,0,72,3
9643,1,42,3.0,6,0,0,58,2
9644,1,36,3.0,7,1,0,56,1
9645,1,31,3.0,7,0,0,50,1
9646,1,39,3.0,7,0,0,83,3
9647,1,41,3.0,9,0,0,45,2
9648,1,44,3.0,10,1,0,51,1
9649,1,40,3.0,8,0,0,63,2
9650,3,36,3.0,2,1,0,63,2
9651,1,28,3.5,1,0,0,84,3
9652,1,40,3.0,6,0,0,81,3
9653,1,30,1.0,1,0,0,47,1
9654,2,36,4.0,7,0,0,80,3
9655,2,28,3.0,3,0,0,86,3
9656,1,31,3.0,5,0,0,46,1
9657,1,35,4.0,8,0,0,68,3
9658,2,27,3.5,1,1,0,63,2
9659,1,29,4.0,2,1,0,84,3
9660,1,34,5.0,10,1,0,58,2
9661,1,42,4.0,6,0,0,48,1
9662,2,40,5.0,13,1,0,60,2
9663,1,30,4.0,8,0,0,79,2
9664,1,32,5.0,7,1,0,81,3
9665,1,33,1.0,8,0,0,70,3
9666,1,25,5.0,2,1,0,53,2
9667,1,31,3.0,6,0,0,76,3
9668,2,29,4.0,5,0,0,57,2
9669,2,31,3.0,5,0,0,71,3
9670,1,30,5.0,2,0,0,55,1
9671,1,39,5.0,11,1,0,60,2
9672,2,36,3.0,8,0,0,48,1
9673,2,32,1.0,7,0,0,50,1
9674,1,30,5.0,6,1,0,77,3
9675,2,29,5.0,4,1,0,86,2
9676,1,37,4.0,3,0,0,51,1
9677,2,34,5.0,6,1,0,53,1
9678,1,38,5.0,5,0,0,81,3
9679,2,36,3.0,10,0,0,45,1
9680,2,37,1.0,3,0,0,50,1
9681,1,34,3.0,7,0,0,62,2
9682,1,38,1.0,7,0,0,84,3
9683,1,42,3.0,5,0,0,59,2
9684,2,42,3.0,11,1,0,60,2
9685,1,31,5.0,6,1,0,83,3
9686,1,31,5.0,5,0,0,46,1
9687,1,40,3.0,8,0,0,61,2
9688,1,27,3.5,1,0,0,50,1
9689,1,26,3.0,2,0,0,74,3
9690,1,36,2.0,3,1,0,80,3
9691,1,44,4.0,13,1,0,82,3
9692,1,42,4.0,8,1,0,62,2
9693,1,39,3.0,15,0,0,52,1
9694,1,25,1.0,2,0,0,51,1
9695,1,26,3.0,3,0,0,51,1
9696,1,29,3.0,2,0,0,62,2
9697,1,36,4.0,4,0,1,96,3
9698,1,34,3.0,9,1,0,48,1
9699,1,46,2.0,11,0,0,49,1
9700,1,56,1.0,7,0,0,51,1
9701,1,51,4.0,22,0,0,52,1
9702,2,37,3.0,5,0,0,55,1
9703,1,51,3.0,24,0,0,69,3
9704,1,32,1.0,5,0,0,85,3
9705,1,30,3.0,7,1,0,81,3
9706,2,38,1.0,4,0,0,83,3
9707,1,35,1.0,4,0,0,69,3
9708,1,33,3.5,1,0,0,51,1
9709,1,28,5.0,4,1,0,54,2
9710,1,28,3.0,6,1,1,81,3
9711,1,29,3.0,3,0,0,82,3
9712,1,29,3.5,1,1,0,52,2
9713,1,36,3.0,6,0,0,46,1
9714,1,32,3.5,1,0,0,83,3
9715,2,35,3.0,5,0,0,51,1
9716,1,28,4.0,5,0,0,80,3
9717,1,40,5.0,11,1,0,63,2
9718,1,31,5.0,2,0,0,51,1
9719,1,54,3.0,19,1,0,47,1
9720,1,28,3.0,3,0,0,52,1
9721,1,51,3.0,20,0,0,61,2
9722,1,49,5.0,9,0,0,49,1
9723,1,39,2.0,8,0,0,50,1
9724,1,30,5.0,2,1,0,51,1
9725,1,30,4.0,4,0,0,55,2
9726,1,30,3.0,4,0,0,49,1
9727,1,37,5.0,8,0,0,55,1
9728,2,29,2.0,3,0,0,47,1
9729,1,45,4.0,5,0,0,46,1
9730,2,27,3.0,3,0,0,50,1
9731,1,32,3.0,4,0,0,77,3
9732,1,31,2.0,2,0,0,50,1
9733,1,37,4.0,10,0,0,82,3
9734,1,27,5.0,2,0,0,47,1
9735,1,36,5.0,3,1,0,57,2
9736,1,38,2.0,9,0,0,54,1
9737,1,27,2.0,4,1,0,79,3
9738,1,30,3.5,1,1,0,57,2
9739,1,30,1.0,7,1,0,84,3
9740,1,29,5.0,2,1,0,60,2
9741,1,38,1.0,7,0,0,51,1
9742,1,42,3.0,7,0,0,57,2
9743,1,34,1.0,6,1,0,45,1
9744,1,36,3.0,10,0,0,56,1
9745,1,35,5.0,3,1,0,58,2
9746,1,28,4.0,3,0,0,84,3
9747,1,35,5.0,9,0,0,54,1
9748,1,32,1.0,2,0,0,53,1
9749,2,42,5.0,13,1,0,82,3
9750,1,53,2.0,18,0,0,59,1
9751,1,29,2.0,7,0,0,69,3
9752,1,23,3.5,1,0,0,88,3
9753,1,44,5.0,7,1,0,49,1
9754,1,32,4.0,5,1,0,82,3
9755,1,35,5.0,8,1,0,62,2
9756,1,34,1.0,6,0,0,60,2
9757,1,33,3.0,7,0,0,80,3
9758,1,25,3.0,4,0,0,59,2
9759,2,41,5.0,6,1,0,87,3
9760,1,40,4.0,4,1,0,68,3
9761,1,32,5.0,7,1,0,48,2
9762,1,35,4.0,7,1,0,57,2
9763,1,29,4.0,6,0,0,43,1
9764,1,40,2.0,16,0,0,56,2
9765,1,30,3.5,1,0,0,49,1
9766,1,27,5.0,2,1,0,56,2
9767,3,49,4.0,19,0,0,69,3
9768,2,30,4.0,6,0,0,80,3
9769,1,60,4.0,29,0,0,73,3
9770,1,30,4.0,5,0,0,48,1
9771,1,31,3.0,3,1,0,50,1
9772,1,27,3.5,1,1,0,58,2
9773,1,33,3.0,6,0,0,56,2
9774,1,50,4.0,7,1,0,67,3
9775,1,37,4.0,7,1,0,48,1
9776,1,32,3.0,4,1,0,59,2
9777,2,31,5.0,6,1,0,86,3
9778,1,38,3.0,9,1,0,85,2
9779,2,24,5.0,2,1,0,62,2
9780,1,28,5.0,2,0,0,59,2
9781,2,35,3.0,7,0,0,59,2
9782,1,30,3.0,5,0,0,85,3
9783,1,31,3.0,7,0,0,62,2
9784,2,29,3.0,3,0,0,49,1
9785,1,28,3.0,3,0,0,51,1
9786,1,31,3.0,5,0,0,91,3
9787,1,29,3.0,5,1,0,62,2
9788,2,32,5.0,5,1,0,48,1
9789,4,31,3.0,2,0,0,68,3
9790,1,27,3.5,1,0,0,51,1
9791,1,41,3.0,7,0,0,71,3
9792,2,49,5.0,6,1,0,84,3
9793,1,39,2.0,9,0,0,59,2
9794,1,34,3.0,7,0,0,55,2
9795,1,28,2.0,5,0,0,56,2
9796,2,27,3.5,1,0,0,52,1
9797,1,29,3.5,1,0,0,83,3
9798,1,35,4.0,9,0,0,60,2
9799,2,33,3.0,7,0,0,57,2
9800,1,40,3.0,6,1,0,65,2
9801,2,38,3.0,7,1,0,77,3
9802,1,31,3.0,3,0,0,71,3
9803,1,33,1.0,7,0,0,80,3
9804,1,34,4.0,7,0,0,50,1
9805,1,27,4.0,3,1,0,86,3
9806,1,28,4.0,2,1,0,81,2
9807,1,29,3.5,1,0,0,62,2
9808,1,27,3.5,1,0,0,50,1
9809,1,22,3.5,1,1,0,89,2
9810,2,33,1.0,6,1,0,46,1
9811,1,22,3.0,2,0,0,79,2
9812,1,52,2.0,4,0,0,50,1
9813,1,43,1.0,5,0,0,52,1
9814,1,35,5.0,10,1,0,68,2
9815,1,29,5.0,2,1,0,53,1
9816,1,44,1.0,13,0,0,65,2
9817,1,26,3.0,2,0,0,60,2
9818,4,26,3.0,2,0,0,59,2
9819,1,33,5.0,6,1,0,50,1
9820,2,51,3.0,8,1,0,47,1
9821,1,35,3.0,7,1,0,50,1
9822,1,46,3.0,12,0,0,68,3
9823,3,31,3.0,6,1,0,63,2
9824,1,33,3.0,4,0,0,80,3
9825,1,45,3.0,13,0,0,52,1
9826,1,28,3.0,5,0,0,79,3
9827,1,35,4.0,2,0,0,59,2
9828,3,26,4.0,3,1,0,79,2
9829,1,35,4.0,7,0,0,63,2
9830,1,28,3.0,1,1,0,80,3
9831,2,41,5.0,6,1,0,59,2
9832,1,27,3.0,2,0,0,59,2
9833,2,22,3.0,2,0,0,49,1
9834,1,36,5.0,10,1,0,49,1
9835,1,41,2.0,4,0,0,56,2
9836,1,43,5.0,6,1,0,58,2
9837,1,26,3.0,3,0,0,72,3
9838,1,36,4.0,4,1,0,79,3
9839,1,58,3.0,27,0,0,67,3
9840,1,35,4.0,8,1,0,60,2
9841,1,31,3.0,5,0,0,47,1
9842,1,28,5.0,3,0,0,86,3
9843,2,31,3.0,5,0,0,72,3
9844,1,37,5.0,10,0,0,51,1
9845,1,38,3.0,2,0,0,70,3
9846,1,52,1.0,15,0,0,54,1
9847,1,30,3.0,3,0,0,51,1
9848,2,34,4.0,7,1,0,84,3
9849,2,44,3.0,5,1,0,50,1
9850,1,39,3.0,9,0,0,80,2
9851,1,26,4.0,4,0,0,59,2
9852,1,26,5.0,2,1,0,62,2
9853,1,28,4.0,5,1,0,70,3
9854,1,34,4.0,9,1,1,93,3
9855,1,29,5.0,5,1,0,50,1
9856,1,25,5.0,2,1,0,47,1
9857,2,29,3.0,4,1,0,86,3
9858,1,37,3.0,7,0,0,83,3
9859,2,30,1.0,6,0,0,65,3
9860,1,29,4.0,5,0,0,59,2
9861,1,25,3.5,1,1,0,76,3
9862,1,28,3.5,1,1,0,67,3
9863,1,43,4.0,7,0,0,65,2
9864,2,40,4.0,7,1,0,71,3
9865,1,23,3.0,2,1,0,58,2
9866,1,34,3.0,8,0,0,53,1
9867,1,36,3.0,7,0,0,62,2
9868,1,55,3.0,4,1,0,60,2
9869,1,25,1.0,3,1,0,46,1
9870,1,38,3.0,5,0,0,73,3
9871,1,56,3.0,30,0,0,78,3
9872,1,32,5.0,5,0,0,86,3
9873,1,27,3.5,1,0,0,70,3
9874,2,29,3.0,4,0,0,84,3
9875,1,37,3.0,8,0,0,59,2
9876,2,31,1.0,6,1,0,55,1
9877,1,39,3.0,9,0,0,61,2
9878,1,55,5.0,8,0,0,61,2
9879,1,29,4.0,4,0,0,50,1
9880,1,41,4.0,9,0,0,54,1
9881,1,41,3.0,15,0,0,59,2
9882,1,42,5.0,11,0,0,50,2
9883,2,42,3.0,6,0,0,67,3
9884,1,41,1.0,13,0,0,69,3
9885,1,32,1.0,2,0,0,87,3
9886,1,32,5.0,6,1,0,53,1
9887,1,38,5.0,8,0,0,89,3
9888,2,29,3.0,4,1,0,52,2
9889,2,28,3.0,3,0,0,86,3
9890,1,32,1.0,4,0,0,49,1
9891,3,26,5.0,3,1,0,57,2
9892,1,40,4.0,4,0,0,75,3
9893,1,28,5.0,5,1,0,83,3
9894,1,29,5.0,4,1,0,85,3
9895,1,35,5.0,3,0,0,50,1
9896,1,31,3.0,6,1,0,67,3
9897,1,33,4.0,6,0,0,84,3
9898,1,30,2.0,3,0,0,69,3
9899,1,28,1.0,5,1,0,49,1
9900,1,34,4.0,3,1,0,60,2
9901,1,31,4.0,9,0,0,62,2
9902,1,39,5.0,2,0,0,47,2
9903,1,32,5.0,5,1,1,79,3
9904,1,31,1.0,2,0,0,58,2
9905,1,53,1.0,23,0,0,51,1
9906,1,54,1.0,19,0,0,82,3
9907,1,29,4.0,5,1,0,84,3
9908,1,27,3.0,4,1,0,74,3
9909,1,36,1.0,8,0,0,50,1
9910,1,31,5.0,4,0,0,50,2
9911,1,33,3.0,6,0,0,50,2
9912,1,27,3.0,4,0,0,51,1
9913,1,27,3.0,3,0,0,69,3
9914,1,39,3.0,10,0,0,60,2
9915,1,35,3.0,8,0,0,46,1
9916,1,24,3.5,1,0,0,78,2
9917,1,32,3.0,4,0,0,49,1
9918,2,54,3.0,5,1,0,82,3
9919,1,32,3.0,8,0,0,57,1
9920,1,35,2.0,3,0,0,67,3
9921,1,54,1.0,4,0,0,54,1
9922,1,28,5.0,4,1,0,61,2
9923,2,29,3.0,4,0,0,50,1
9924,1,35,5.0,8,1,0,54,2
9925,1,28,1.0,4,0,0,44,1
9926,1,35,4.0,6,0,0,59,2
9927,1,52,3.0,6,1,1,44,3
9928,5,33,4.0,8,0,0,46,3
9929,1,35,5.0,9,1,0,51,1
9930,1,34,1.0,5,0,0,58,2
9931,1,36,2.0,7,0,0,82,3
9932,1,40,5.0,7,0,0,66,3
9933,1,41,5.0,2,1,0,50,1
9934,1,28,5.0,6,1,0,61,2
9935,1,31,3.0,5,0,0,47,1
9936,1,30,5.0,2,1,0,58,2
9937,1,51,4.0,7,0,0,53,1
9938,1,29,3.0,4,0,0,57,2
9939,2,24,3.0,2,0,0,50,1
9940,1,33,3.0,4,1,0,50,1
9941,1,32,3.0,7,1,1,86,3
9942,1,39,3.0,7,1,0,72,3
9943,1,30,1.0,3,0,0,84,3
9944,1,25,1.0,2,1,0,76,2
9945,1,36,4.0,8,1,0,61,2
9946,1,36,5.0,4,1,0,80,3
9947,1,33,5.0,7,1,0,80,3
9948,2,34,5.0,6,1,0,48,1
9949,1,22,3.5,1,0,0,62,2
9950,1,54,3.0,16,0,0,61,2
9951,1,31,5.0,9,1,0,52,2
9952,1,45,4.0,11,0,0,64,2
9953,1,27,3.0,3,1,0,78,3
9954,1,33,1.0,7,0,0,48,1
9955,1,36,3.0,4,0,0,64,2
9956,1,33,1.0,5,0,0,49,1
9957,1,33,3.0,5,0,0,82,3
9958,3,30,3.5,1,1,0,62,2
9959,1,54,5.0,11,1,0,46,1
9960,2,36,4.0,4,1,0,54,2
9961,1,46,5.0,19,1,0,62,2
9962,1,33,4.0,8,0,0,89,3
9963,1,42,3.0,15,0,0,78,3
9964,2,36,3.0,5,1,0,69,3
9965,2,28,1.0,5,0,0,52,1
9966,1,33,1.0,5,0,0,81,3
9967,2,25,3.0,3,0,0,46,1
9968,1,38,4.0,9,0,0,82,3
9969,1,30,3.0,5,0,0,84,3
9970,1,43,4.0,12,0,0,57,2
9971,1,25,3.0,3,0,0,79,3
9972,1,29,5.0,3,1,0,84,3
9973,1,27,5.0,4,1,0,54,2
9974,2,31,3.0,5,0,1,58,3
9975,1,29,3.0,5,1,1,55,3
9976,1,36,5.0,7,1,0,47,1
9977,1,56,1.0,17,0,0,62,2
9978,1,30,5.0,4,0,0,50,1
9979,1,25,3.5,1,0,0,46,2
9980,1,22,3.5,1,0,0,55,2
9981,1,27,3.0,2,0,0,68,3
9982,1,32,3.0,4,1,0,64,2
9983,2,27,5.0,4,1,0,78,3
9984,2,30,3.0,9,0,0,52,1
9985,2,31,2.0,5,0,0,46,1
9986,1,33,1.0,6,1,0,83,3
9987,1,45,3.0,14,0,0,48,1
9988,2,26,1.0,3,1,0,75,2
9989,2,34,5.0,9,1,0,60,2
9990,1,38,4.0,4,0,0,50,1
9991,1,41,5.0,10,1,0,87,3
9992,2,40,3.5,1,1,0,70,3
9993,2,47,3.0,4,0,0,71,3
9994,1,43,3.0,16,0,0,50,1
9995,1,36,4.0,3,1,0,81,3
9996,1,33,4.0,4,0,0,56,2
9997,1,27,5.0,3,1,0,81,3
9998,1,30,3.0,7,1,0,67,3
9999,2,39,5.0,5,1,0,51,1
10000,1,34,2.0,9,0,0,59,2
10001,1,40,5.0,8,1,0,93,2
10002,1,36,1.0,7,0,0,53,1
10003,1,32,4.0,5,0,0,68,3
10004,1,34,1.0,4,0,0,74,3
10005,1,29,2.0,5,1,0,55,2
10006,1,39,3.0,4,0,0,47,1
10007,1,29,2.0,3,0,0,51,1
10008,1,29,2.0,3,1,0,51,1
10009,1,31,1.0,3,0,0,73,3
10010,2,27,4.0,3,1,0,62,2
10011,1,49,4.0,17,0,0,81,3
10012,1,32,2.0,7,0,0,79,3
10013,1,34,4.0,5,1,0,80,3
10014,1,28,3.5,1,0,0,55,2
10015,2,31,3.0,4,0,0,84,3
10016,1,28,3.0,4,0,0,57,2
10017,1,46,4.0,4,1,0,59,1
10018,1,35,4.0,6,1,0,64,2
10019,1,36,5.0,8,1,0,59,2
10020,1,53,3.0,17,0,0,47,1
10021,2,33,1.0,6,0,0,49,1
10022,1,27,3.5,1,0,0,52,1
10023,1,46,4.0,7,1,0,60,2
10024,1,31,4.0,4,0,0,61,2
10025,1,44,3.0,5,0,0,79,3
10026,1,33,3.0,5,1,0,84,3
10027,2,32,3.0,10,0,0,48,1
10028,1,42,3.0,13,1,0,98,3
10029,2,39,4.0,3,0,0,50,1
10030,1,30,2.0,3,0,0,46,1
10031,1,36,5.0,9,0,0,74,2
10032,1,24,4.0,2,0,0,50,1
10033,1,28,3.0,3,0,0,49,1
10034,1,26,3.5,1,0,0,73,3
10035,2,27,3.0,3,1,0,50,1
10036,2,29,4.0,3,1,0,82,3
10037,1,36,3.0,3,0,0,65,2
10038,2,45,1.0,3,0,0,65,3
10039,1,29,3.5,1,1,1,94,3
10040,1,39,5.0,3,0,0,53,1
10041,1,32,3.0,4,0,0,46,1
10042,1,30,4.0,5,0,0,71,3
